가수,제목,발매일,장르,가사
109,전하고 싶은데,2017.11.28,"인디음악, 포크/블루스",늦은 새벽까지 잠을 못 잤네그런데도 알람보다 먼저 울린 내 맘너 때문에생각보다 피곤하지도 않아어젯밤엔 너에 취해 잠 못 들었는데너 때문에약속시간보다 한참 더 빨리 도착했는데늦은 사람처럼 뛰는 내 마음안돼 늦으면 안 돼 너에게 갈래 너에게 닿을래내 맘이 우 너에게 우안돼 이러면 안 돼 너무 빠르게 갈게 뻔한데내 맘이 우 너에게 우이상해 정말오늘 밤도 잠을 자긴 글렀네시곗바늘 똑딱일 때같이 뛰는 내 맘너 때문에 너무 섣부르게 말하면 안 돼하지만 난 지금 당장 전하고 싶은데내 마음을평범한 속도로 너를 알아가고 싶은데늦은 사람처럼 뛰는 내 마음안돼 늦으면 안 돼 너에게 갈래 너에게 닿을래내 맘이 우 너에게 우안돼 이러면 안 돼 너무 빠르게 갈게 뻔한데내 맘이 우 너에게 우이상해 정말이상해 정말
홍재목,안녕 푸른 나의 별,2019.07.09,"인디음악, 포크/블루스",참 긴 하루를 보내고집으로 돌아가는 골목길에흔들리는 사람들 속에가득했던 미움들로세상이 모두 끝났다고 생각했어발 걸음이 멈춘 새벽하늘까만 밤과 함께 사라지는 저 달처럼길고 긴 시간이 지나면소중했던 마음들과어둠이 모두 사라진다 생각했어정말 괜찮을 거야 나는 괜찮을 거야저기 몇 억년 지나 내게 온 그 빛이끝내 그 모든 것 이 사라져가도눈부시게 남아 줄 거야날 웃게 만든 기억들잠들지 못하는 푸른 별빛낯설게만 느껴지는 너의 그림자소란했던 나의 하루 끝가득했던 아픔들로온 마음을 다해 붙잡고 싶었어정말 괜찮을 거야 나는 괜찮을 거야저기 몇 억년 지나 내게 온 그 빛이끝내 그 모든 것 이 사라져가도눈부시게 남아 줄 거야날 웃게 만든 기억들안녕 푸른 나의 별
요조,우리는 선처럼 가만히 누워 (Feat. 이상순),2010.12.06,"인디음악, 포크/블루스",우리는 선처럼 가만히 누워닿지 않는 천장에 손을 뻗어보았지별을 진짜 별을 손으로딸 수 있으면 좋을텐데그럼 너의 앞에 한 쪽만 무릎꿇고저 멀고 먼 하늘의 끝빛나는 작은 별너에게 줄게다녀올게말할 수 있을텐데우리는 선처럼 가만히 누워볼 수 없는 것을 보려눈을 감아보았지어딘가 정말로 영원이라는정류장이 있으면 좋을텐데그럼 뭔가 잔뜩 들어있는 배낭과시들지 않는 장미꽃 한 송이를 들고우리 영원까지함께 가자고말할 수 있을텐데우리는 선처럼 가만히 누워우리는 선처럼 가만히 누워우리는 선처럼 가만히 누워우리는 선처럼 가만히 누워우리는 선처럼 가만히 누워우리는 선처럼 가만히 누워우리는 선처럼 가만히 누워우리는 선처럼 가만히 누워
와인루프 (Wine Loop),이별비,2020.10.27,"인디음악, 포크/블루스",이렇게 멈춰버린흑백 영화 같은 우리아니나 다를까 했던 사이를애써 외면하고 모른척하지적막해지는 이 거리에멍하니 나 홀로 남겨져드리워지는 먹먹한 구름들은왜 자꾸 나만 따라오는 건지내리는 저 비마저 맘을 몰라주고흐르는 빗물이 이별을 말해우스워진 우리 시간마저도이미 다다를 수 없이 떠나가네추억을 가둬버린어린아이 같은 우리깊었던 우리의 아픈 감정을애써 지워보려 애를 써보지거칠어지는 이 비 속에잠겨버린 뒷모습마저남기고 싶은 무의미한 일들이왜 자꾸 나를 괴롭히는 건지내리는 저 비마저 맘을 몰라주고흐르는 빗물이 이별을 말해우스워진 우리 시간마저도이미 다다를 수 없이 떠나가네내리는 저 비마저 맘을 몰라주고흐르는 빗물이 이별을 말해우스워진 우리 시간마저도이미 다다를 수 없이 떠나가네
어쿠스틱 콜라보,첫사랑의 멜로디,2012.06.22,"인디음악, 포크/블루스",우리 처음 만난 날  그 날부터 난 예감했었죠  그대가 오랫동안  기다려온 나의 사랑인걸 우리 처음 만났었던  그 공원에서  수줍게 고백하던  그 말 나를 좋아한다고  얼굴 붉히던  그대가 너무 귀여웠었죠 아름다운 하늘을 보며  그대와 걷는 이 길 나도 모르게 그대  손 잡았죠 수줍은 나의 마음을  활짝 열어준 그대를  부끄럽지만 나도  그대에게 고백할게요 우리의 사랑 노래가  온 세상에 울려퍼지면 나도 내 마음을 용기내서  그대에게 말할게요 사랑하는 그대와만나는날 난 기다렸었죠온종일 두근두근떨려오던나의 시간인걸우리 처음 손잡았던 그 카페에서 수줍게 고백하던 그 날나를 사랑한다고 얼굴붉히던 그대가 너무 사랑스럽죠온 세상이 분홍색 구름으로 가득한 걸요아마 나의 마음이 그런거겠죠떨리는 나의 마음을 따뜻하게 보듬어 준 고마운 그댈 위해 이제는 노래할게요우리의 사랑노래가 온 세상에 울려퍼지면나도 내 마음을 용기내어서 그대에게 말할게요우리의 사랑노래가 온 세상에 울려퍼지면나도 내 마음을 용기내어서 그대에게 말할게요
새벽공방,카드캡터체리,2017.02.11,"인디음악, 포크/블루스",만날 수 없어만나고 싶은데그런 슬픈 기분인 걸말할 수 없어말하고 싶은데속마음만 들키는 걸내 사랑에 마법의열쇠가 있다면그건 바로 이 세상이아름다운 이유Catch you catch youCatch me catch me이젠 숨바꼭질은그만 그만우울한 건 모두파란 하늘에묻어버려오늘도 너에게달려가는 이 마음난 정말 정말너를 좋아해눈을 감으면누군가 내 곁을스쳐가는 느낌인 걸눈을 떠보면 바람 같은너의 향기만이 가득한 걸내 순수한 마음을느낄 수 있다면어디서도 한눈에널 알아볼 수 있어Catch you catch youCatch me catch me이젠 숨바꼭질은그만 그만우울한 건 모두파란 하늘에묻어버려오늘도 너에게달려가는 이 마음난 정말 정말너를 좋아해난 정말 정말너를 좋아해
옥상달빛,스케치북,2016.05.13,"인디음악, 포크/블루스",우리에게 주어진하루라는 시간 동안어떤 색을칠할 수가 있을까파란 하늘처럼하얀 초생달처럼항상 그렇게있는 것처럼살 수 있을까붓을 들 땐난 고민을 하지 조그만 팔레트 위에 놓인몇 되지도 않는물감들은서로 날 유혹해화려한 색칠로멋을 냈지만들여다보면어색할 뿐고민하지 마너 느끼는 그대로너의 지금 모습솔직하게 그리면 되잖니 걱정하지는 마 네 작은 꿈들을칠할 하얀 공간아직까지 충분해편협했던내 비좁은 마음 무엇을 찾아헤매인 걸까내 옆에 있어준소중한 것들을 잊은채 현실이란 이유그것만으로이기적인 삶 걸어왔지고민하지 마좀 잘못되면 어때처음부터 다시지우개로 지우면 되잖니 걱정하지는 마좀 서투르면 어때그런 너의 모습아름답기만 한걸우리에게 주어진하루라는 시간 동안어떤 색을 칠할 수가 있을까나나나나 나나나
타루,봄이왔다,2012.02.21,"인디음악, 포크/블루스",봄이 왔다 그녀가 왔다봄이 왔다 그녀가 왔다갈색머리를 휘날리며푸른 바다를 건너나비처럼 손짓하며꽃으로 물들이며봄이 왔다 그녀가 왔다봄이 왔다 그녀가 봄을 몰고왔다모든게 무지개 빛으로 젖어들어간다정신을 차릴 수가 없다봄이 왔다 그녀가 왔다내일 내일 내일 바로 내일그녀를 만나러 간다봄이 왔다 그녀가 왔다봄이 왔다 그녀가 왔다봄이 왔다 그녀가 왔다봄이 왔다 그녀가 왔다봄이 왔다 그녀가 왔다봄이 왔다 그녀가 왔다
김현창,00,2019.01.21,"인디음악, 포크/블루스",We could be a loversForever and everLove is more than a wordOh I oh IDon’t say good byeI don’t wanna hearWe could be a happy endingOh I oh IMy love you are my lightwhen even moonlight is hidingI’ll follow where ever you goForever and ever and ever
옥상달빛,인턴,2017.04.06,"인디음악, 포크/블루스",불안해 하지마 이렇게 얘기하는 나도 사실 불안해 걱정하지마 이렇게 얘기하는 나도 사실 걱정이 산더미야 어디로 가는지 여기가 맞는지 어차피 우리는 모르지 멈추지 않고 가보면 알겠지 비록 난 조금씩 나이만 들어가지만 맑고 깨끗하고 자신있게 맑고 깨끗하고 자신있게 난 누구보다 소중하니까 맑고 깨끗하고 자신있게 매일매일 행복하자 맑고 깨끗하고 자신있게 오늘도 초조해 하지마 이렇게 얘기하는 나도 사실 불면증 답답해 하지마 이렇게 얘기하는 나도 사실 장 트러블메이커 어디로 가는지 여기가 맞는지 여전히 우리는 모르지 시간이 지나 가보면 알겠지 충분히 훌륭한 시간을 보냈다는 걸 잘하고 있었다는 걸 맑고 깨끗하고 자신있게 맑고 깨끗하고 자신있게 난 누구보다 소중하니까 맑고 깨끗하고 자신있게 매일매일 행복하자 맑고 깨끗하고 자신있게 오늘도오늘도 오늘도오늘도 오늘도
가인,Brunch,2013.04.08,포크/블루스,오늘 아침 어때 My lover my lover우리 집 앞에 좋은데 있는데헐레벌떡 맘 급해 늦으면 안돼따뜻한 커피 오렌지 주스 Sunny side up and bread눈 뜨는 아침 또 보고픈 그대 얼굴잠이 덜 깬 그 모습이 난 참 좋아눈을 감는 밤 또 그리운 그대 얼굴그 입술엔 꿀이 있나 참 달아요Oh I love you so I need you so내 맘에 쏙 들어온 너 아무데도 가지 마요그 목소린 내 알람 Ring me my lover전화기너머 입맞춤 잘 잤나요 그대눈 뜨는 아침 또 보고픈 그대 얼굴잠이 덜 깬 그 모습이 난 참 좋아눈을 감는 밤 또 그리운 그대 얼굴그 입술엔 꿀이 있나 참 달아요Oh I love you so I need you so내 맘에 쏙 들어온 너 아무데도 가지 마요그대가 잠든 사이 내가 만든 Breakfast함께한다면 우리 Nothing can be better oh그대 향기가 남아 있는 내 오른손베개 밑에 밀어 넣으면 난 꿈을 꿔그댄 어떻게 잠드나요 궁금해요내일도 날 깨워줘요 부탁해요Oh I love you so I need you so내 맘에 쏙 들어온 너 아무데도 가지 마요
참솜 (Chamsom),넌 내가 얼마나 안고 싶은지 모르지,2018.01.18,"인디음악, 포크/블루스",넌 내가 얼마나 안고 싶은지 모르지아무것도 아닌 이 순간도괜히 또 생각나는 게 다 너뿐인데넌 내가 얼마나 좋아하는지 모르지너 가끔 내게 웃어줄 땐보고 싶어 며칠 밤을 잠 못 드는지이쯤이면 네가 알아줄 때 됐는데넌 아무 감정도 없어오늘도 망설이다가 말 못 하고무너지는 나를 아니네 앞에서 난 여전히 도별거 아닌 아이였음을초라한 모습 들키기 전에말해야 하는데이게 뭐라고 나 이리도소심했던 아이였음을후회해 다가가지 못한 채너무 좋아한단 그 한마디 남아있네모른 척 넘어가기엔괜찮은 감정들이 방해가 돼이렇게 두 손으로 가려도앞에 넌 또 올 텐데네 앞에서 난 여전히 도별거 아닌 아이였음을초라한 모습 들키기 전에말해야 하는데이게 뭐라고 나 이리도소심했던 아이였음을후회해 다가가지 못한 채너무 좋아한단 그 한마디 남아있네 
산들,작은 상자,2020.07.02,포크/블루스,아주 작은 상자 속에 난 살고 있어조금 움직여도 벽에 닿는 듯해웬일인지 답답하지는 않아작은 상자 속에 사는 나는 상상을 해깨끗한 바람 나를 감싸는넓은 들판 위내가 서 있는 거라고세상은 내가 보고 싶은 대로볼 수 있지 않을까내가 하고 싶은 대로그냥 맘껏 살아봐빠바밥 밥빠밥 밥빠밥주위를 둘러보면밥빠밥 밥빠밥내 맘 같은 세상이야 어려울 것 없어내일의 난 웃을 거야괜한 걱정하지 말고세상은 내가 보고 싶은 대로볼 수 있지 않을까내가 하고 싶은 대로그냥 맘껏 살아봐빠바밥 밥빠밥 밥빠밥주위를 둘러보면밥빠밥 밥빠밥내 맘 같은 세상이야 어려울 것 없어세상엔 아름다운 것들이아직 많이 있는데마음이 지쳐서 놓쳐버린 건 아닐까빠바밥 밥빠밥 밥빠밥주위를 둘러보면밥빠밥 밥빠밥빠바밥 밥빠밥 밥빠밥주위를 둘러보면밥빠밥 밥빠밥내 맘 같은 세상이야내 맘 같은 세상이야 어려울 것 없어
109,좋아해 줘,2023.02.07,"인디음악, 포크/블루스",내 가슴 깊이 널 안을 때 차가운 네 맘이 느껴져 마음 가는 대로 날 봐줘 하지만 넌 나를 보지 않네 언젠가 너에게 사랑받을 자격이 내게 갖춰지는 날 그때까지 나는 네가 떠나가지 않게 잘 버틸게 다가와 줘 내게 바라봐 줘 다시 좋아해 줘 너도 나와 같다고 같은 마음이라고 사랑한다고 너 없이 보내는 새벽은 너무나도 내겐 잔인해 찬란했던 별빛 사이 우리 둘 불안한 시간에 흐려지네 사랑은 언제나 많이 가진 사람에게 잔인한 것 같아 외로운 사랑은 이미 익숙해졌으니까 잘 버틸게 다가와 줘 내게 바라봐 줘 다시 좋아해 줘 너도 나와 같다고 같은 마음이라고 사랑한다고 돌아봐줘 제발 붙잡아줘 나를 무너져가 거짓이어도 좋아 딱 한마디만 말해줘 사랑한다고 사랑한다고 사랑한다고 
정해일,너무 행복할 땐 갑자기 슬퍼지기도 해,2019.07.02,"인디음악, 포크/블루스",깊은 밤이 지나고새벽 4시쯤 문득 잠에서 깨어옆에 누운 널 바라봤을 땐우연히 창문 밖에별이 빛나고 있었어넌 오늘따라왜 그리 예쁜지나도 모르게 널내 품에 안으면그거 알아너무나 행복할 땐갑자기 슬퍼지기도 해이 행복이 언젠가 사라질까 봐그게 걱정이 돼서왜 오늘따라눈을 못 떼는지나도 모르게너의 볼에 입 맞추면그거 알아너무나 행복할 땐갑자기 슬퍼지기도 해이 행복이 언젠가 사라질까 봐그게 걱정이 된단 말이야너는 어때너무나 좋아하면가끔은 불안하기도 해너무 소중한 그만큼 이런 건가 봐널 많이 사랑해서
스텔라장 (Stella Jang),아무도 모르는 엔딩,2019.05.25,"포크/블루스, 국내드라마",조바심 안 나는 척하나도 안 불안한 척하지만사실은 요새 난 잠도 잘 못 자마냥 신나는 척믿음직스러운 척하지만너도 후들거리는 나를 알잖아넌 다른 행성에서 온 걸까어쩜 이렇게 다를 수 있을까어떻게든 되겠지만갈팡질팡 I don’t know이게 진짜 내가 원한 게 맞나이랬다저랬다do you know이게 진짜 네가 원한 게 맞기는 할까몰라난 몰라머리만 아파몰라난 몰라머리가 나빠나만 이렇게 느끼는지아니면 너도 같은 마음인지궁금해 사실 난 지금도 모르겠어갈팡질팡 I don’t know이게 진짜 내가 원한 게 맞나이랬다저랬다 do you know이게 진짜 네가 원한 게 맞기는 할까몰라난 몰라머리만 아파몰라난 몰라우리 그냥 사랑하게 해주세요어려워서러워원래 다 이런 건가요갈팡질팡 I don’t know모두들 어떻게 걸어갔을까이랬다저랬다do you know우리 함께라면 문제없을 거야또 갈팡질팡I don’t know모르는 길이라 불안하지만이랬다저랬다 하더라도baby ooh괜찮아몰라난 몰라잘 안되려나몰라난 몰라아 모르겠다몰라난 몰라다 잘 될 거야몰라난 몰라몰라
10CM,애상,2012.04.18,포크/블루스,말리지마 내 이런 사랑을너만 보면 미칠 것 같은 이 맘을누가 알겠어 웨딩드레스 입은니 곁에 다른 사람이알잖아 너를 이토록사랑하며 기다린 나를뭐가 그리 바쁜지너무 보기 힘들어넌 도대체 뭐하고 다니니그게 아냐 이유는 묻지마그냥 믿고 기다려 주겠니내게도 사랑을 위한시간이 필요해널 받아들일 수 있게일부러 피하는 거니문자 해도 아무 소식 없는 너싫으면 그냥 싫다고솔직하게 말해봐말리지마 내 이런 사랑을 너만보면 미칠 것 같은 이 맘을누가 알겠어웨딩드레스 입은니 곁에 다른 사람이난 두려워 나보다 더 멋진그런 남자 니가 만날까봐아니야 그렇지 않아 정말너 하나뿐야 속는셈 치고 한번 믿어봐우연히 너를 보았지다른 남자 품 안에너를 한번도 볼 수 없었던너무 행복한 미소내 사랑은 무너져 버렸어그게 아냐 변명이 아니라그 남자는 나완 상관없어잠시 나 어지러워서 기댄 것뿐이야 날 오해하지 말아줘나 역시 많은 여자들 만났다가헤어져도 봤지만한꺼번에 많은 여자를만난 적은 없었어니가 뭔데 날 아프게 하니너 때문에 상처 되버린 내 사랑이제 다시는 너의 어떤 만남도나 같은 사람 없을걸난 두려워 나 역시 다시는이런 사랑할 수 없을까봐믿을 수 없겠지만은 니가첫사랑인데 떠나버리면어떡하라고사랑까지는 바라지도 않을께니 곁에 항상 있게만 해줘제발 제발
CHEEZE (치즈),Everything to,2018.10.05,"인디음악, 포크/블루스",넌 무슨 생각 해그렇게 발그레 웃으면서예쁘게 어딜 봐난 매일 궁금해 넌 뭐가 그리 좋을까네 앞에 머뭇거리는날 좋아해 주면 안될까Hey 넌 무슨 생각 해데려다준다고 웃으면서날 헷갈리게 하는데 왜난 매일 궁금해 넌 뭐가 그리 좋을까만약 나 사라지면 슬퍼하면 좋겠어Everything toEverything to me너만 몰라 너만 빼고다 아는 그림인데Everything toEverything to meI’ll always be yours너만 몰라도 괜찮아 그래도가끔은 내가 어린듯해어디서부터 어떻게마냥 기다리면 될까Everything toEverything to me너만 몰라 너만 빼고다 아는 그림인데Everything toEverything to meI’ll always be yours너만 몰라도 괜찮아 그래도
하현상,"우리 둘, 서로의 위로가 되어",2020.05.21,"포크/블루스, 국내드라마",끝도 없이 어두운 밤 길은 좁고 멀기만 해 어디로 갈지 알 수 없을 때 내가 거기 있을게요 그 길 모퉁이에 다 괜찮을 테니까 아무 걱정 말아요 사랑하거든요 전부터 그랬죠 이렇게 그댈 기다리고 바라보는 일이 나에겐 무엇보다 행복한 일이라 언젠가 내가 말했던 적 있었던가요 그대를 생각하면 따뜻하다고  저 헤아릴 수도 없이 수 많은 계절 우리 둘 서로의 위로가 되어 늘 같이 걸어요 사랑하거든요 처음부터 그랬죠 이렇게 그댈 기다리고 바라보는 일이 나에겐 무엇보다 고마운 일이라 언젠가 내가 말했던 거 기억 하나요 그대를 떠올리면 나아진다고 저 멀고 알 수 없는 날 그 낮과 밤을 우리 둘 서로의 용기가 되어 꼭 함께 있어요 힘겨운 하루의 끝에 말 할 기운도 없을 때 내가 거기에 늘 있어 줄게요 언젠가 내가 말했던 적 있었던가요 그대를 생각하면 따뜻하다고  저 헤아릴 수도 없이 수 많은 계절 우리 둘 서로의 위로가 되어 늘 같이 걸어요 늘 같이 걸어요
윤딴딴,흘러가네,2018.04.25,"인디음악, 포크/블루스",나이는 점점 많아지고할 일은 점점 늘어나고세상은 내게굴리기 힘든 일을 계속 바라고지친 밤에 누워 눈 감아보면잠이 올 리가 있나하고픈 말은 많아지고들어줄 이는 사라지고하루에 한 번 씩전화를 하던 그 여자도 끝났고생각해보면 사랑이란내겐 사치인 걸까그렇게 시간은 가고내가 준비할 틈도 없이나이는 나를 앞질러가그렇게 새벽은 오고어느 차가운 자취방에어지러운 또 한 밤이흐르네할 일이 뭘까 적다 보면어느새 그림을 그리고 있는내 자신을 발견해오래가지 못한 그 다짐들에또 나에게 실망해열정보단 요령을절약 대신 편리를오늘은 날이고 노는 게 낙이고똑같은 내일을 사는 게 난어떻게 다음 달도굴러갈까그렇게 시간은 가고내가 준비할 틈도 없이나이는 나를 앞질러가그렇게 새벽은 오고어느 차가운 자취방에어지러운 또 한 밤이흐르네흐르네 흐르네나도 흘러가네흐르네 흐르네나도 흘러가네그렇게 시간은 지나가고나도 흘러가고빛을 잃어가는 모든 것이난 무뎌질까 두려워그렇게 새벽은 다시 오고어느 차가운 자취방에어지러운 또 한 밤이흐르네흐르네나도 흘러가네흐르네 흐르네나도 흘러가네
새벽공방,내(가) 너(를),2019.03.22,"인디음악, 포크/블루스",이렇게 내가 너를 좋아한다고이렇게내가 너를 기다렸다는 걸이렇게네가 나를 마주 보는 순간들을잊지 못할 거야손꼽아 기다린 일요일에너와 나눌 얘기들을난 연습해보곤 해피크닉 도시락을 만들어설레는 발걸음 너에게 가는 길똑딱똑딱 시계초침소리에속닥속닥 수줍었던 귓속말구름을 따라 시원한 바람을 따라너에게로 달려 간다이렇게 내가 너를 좋아한다고이렇게내가 너를 기다렸다는 걸이렇게네가 나를 마주 보는 순간들을잊지 못할 거야내가 너를 내가 너를내가 너를똑딱똑딱 시계 초침 소리에속닥속닥 수줍었던 귓속말꽃잎을 따라 들리는 노래를 따라너를 향해 불러본다이렇게 내가 너를 좋아한다고이렇게내가 너를 기다렸다는 걸이렇게네가 나를 마주 보는 순간들을잊지 못할 거야꿈만같은 시간들이일분 일초 흘러가도내 맘은 언제나 너로가득히 채워질 거야이렇게 내가 너를 좋아한다고내가 너를 기다렸다는 걸이렇게네가 나를 마주 보는 순간들을잊지 못할 거야내가 너를 내가 너를내가 너를
정우,그 여름,2023.05.19,"포크/블루스, 애니메이션/웹툰",드리우는 그 손길에나 가지런히 눈 감고흔들리는 그늘 아래긴 꿈을 꾸어여름에 또 여름숨이 가쁘게 차올라너는 나에게 너를 햇살을찰랑이는 불씨를더운 밤을 걸어다시 돌아간다 해도 나는네 손을 잡고 말 거야드리우는 네 손길에나 어지러이 눈 감고더이상 내 것이 아닌꿈을 헤매어 가여름에 또 여름해가 늦도록 타올라너는 나에게 너를 영원을잊지 못할 열대를더운 밤을 건너 다시 돌아간다 해도나는 코끝을 맞대 볼 거야지나간 그 여름다시 돌아올 리 없는너는 나에게 너를 강물을 모래같은 입술을
스무살,떠올려줘,2017.07.05,"인디음악, 포크/블루스",익숙하지 않던 설렘에그 거리 몇 걸음을 걷는 동안손을 잡기가 힘들었던 그날 밤내 서투른 고백에 환한 미소로끄덕여 줬었던 그 가로등 아래흩뿌려진 웃음들이얼마나 좋았는지사랑이었지 그래 사랑했었지이젠 안녕 안녕 고마웠던 너가끔 밉기도 했지만너 아니면 누굴 미워했겠어가끔가끔 떠올려줘잠깐만 잘 지내지 말고 천천히 Bye우리 가끔 다툴 때면미안해하며 내 팔을 잡아끌던네 모습이 고마워널 꼭 안아줬었는데그 가로등 아래 뿌려진눈물들이 얼마나 애틋했는지사랑이었지 그래 사랑했었지이젠 안녕 안녕 고마웠던 너가끔 밉기도 했지만너 아니면 누굴 미워했겠어가끔가끔 떠올려줘잠깐만 잘 지내지 말고 천천히 Bye기억은 추억으로 변해언젠가 우리 지워지겠지계절이 쓸고 간 그 시간들 사이널 찾기가 꽤 힘들어지겠지이젠 안녕 안녕 고마웠던 너가끔 밉기도 했지만너 아니면 누굴 미워했겠어가끔가끔 떠올려줘잠깐만 잘 지내지 말고 천천히 Bye
Woshi,별것 (with. 예빛),2022.06.28,"인디음악, 포크/블루스",떠오르는 해를 보다가떨어지는 달을 보는 게창문에 앉은 나를 상상했는데사실 별것 하나 다를 게 없겠다나는 아침 일찍 잠에 일어나창문 없는 방에떠오르는 해를 기다리고이렇게 사는 것도 별것 없는데이게 추억이 될 수도있겠다아직도 생각하는 게잠은 자야 하는데일은 해야 하는데떠오르는 거라곤 해밖에 없는데하루빨리 벗어나고 싶은데지금만 지나고 나면 좀 변하겠지어제보다는 오늘이 나을 테니꾸준히 하면 뭐라도 되겠지떠오르는 달을 보다가떨어지는 해를 보는 게창문에 걸 터 앉아 상상해 보니사실 별것 하나 다를 게 없겠다나는 하루 일찍 잠에 드는 게햇빛조차 없는 방에서두 눈을 감는 게이렇게 사는 것도 별거 없는데이게 추억이 될 수가 있을까아직도 생각하는 게잠은 자야 하는데일은 해야 하는데떠오르는 거라곤 해밖에 없는데하루빨리 벗어나고 싶은데지금만 지나고 나면 좀 변하겠지어제보다는 오늘이 나을 테니꾸준히 하면 뭐라도 되겠지
다운 (Dvwn),봄바람처럼,2022.09.26,"포크/블루스, 국내드라마",다 알고있나 봐 너의 그 웃음은나를 깨우나 봐 그 예쁜 미소는나를 웃게 만들어너를 자꾸 떠올리게 돼이런 나를 넌 알고 있을까우우우불어오는 저 바람에우우우내 마음을I'm in lovewith you with youI wanna fall in lovewith you with you그댄 바람처럼끝없이 불어와나를 흔드네 oh그댄 저 밤하늘처럼사랑인가 봐 널 향한 마음은사랑이었나 봐 널 보는 눈빛은자꾸 니가 내 앞에 보여어딜 가도 너만 떠올라이런 내 맘 넌 알고 있을까우우우불어오는 저 바람에우우우내 마음을I'm in lovewith you with youI wanna fall in lovewith you with you그댄 바람처럼끝없이 불어와나를 흔드네 oh그댄 저 밤하늘처럼봄바람처럼I'm in lovewith you with youI wanna fall in lovewith you with you그댄 바람처럼끝없는 꿈처럼나를 흔드네 oh그대 내게 불어오네봄바람처럼
기프트 (GIFT),넌 나에게,2021.03.16,"인디음악, 포크/블루스",아무것도 없던 나의 하루에네가 찾아와별다를 것 없이 반복됐던나의 일상이새로운 색으로 물들어가 나도 모르게아픈 상처 위에 칠해져 가넌 나에게 선물 같아어두운 길도 함께할 게약속해 너와 같은 아픔아래 있겠다고나의 노래가 너의 맘에잊혀지지 않았으면 해언제나 너와 같은 하늘아래 있겠다고아무것도 아닌 나의 모습에 웃어주던모든 게 새롭고완벽했던 우리 만남이불안한 하루에도 네가 있으면새로운 걸 함께하는 행복넌 나에게 선물 같아어두운 길도 함께할 게약속해 너와 같은 아픔아래 있겠다고나의 노래가 너의 맘에잊혀지지 않았으면 해언제나 너와 같은 하늘아래 있겠다고두려울 때 손잡아 주던 너외로울 때 들려온 목소리넌 나에게 선물 같아어두운 길도 함께 할게약속해 너와 같은 아픔아래 있겠다고나의 노래가 너의 맘에잊혀지지 않았으면 해언제나 너와 같은 하늘아래 있겠다고
Mingginyu (밍기뉴),작별하지 않는다,2022.09.08,"인디음악, 포크/블루스",결국 약한 모습을 비춰요숨 가쁜 호흡을 내뱉어요가녀린 생명과 헤어져요이곳에 다 두고 떠나가요내가 들 수 없던 영원한 잠에 빠지러꿈을 꾸진 않나요숨을 참진 않나요시끄럽던 이곳에 다 두고 가요내가 꿈꿔왔던 영원한 잠끝을 맺지 못한작별 인사를 남겨둔 채로
스텔라장 (Stella Jang),아이고 (I Go),2018.08.02,"인디음악, 포크/블루스",I go I go 뒤도 돌아 보지 않고 I go Long way to go 숨을 한번 가다듬고 I go 닳아가는 나의 신발창 여기저기 구멍이 난 등에 멘 가방 입은 티셔츠는 너덜너덜 But I gotta go I gotta go I go 뒤도 돌아 보지 않고 I go I gotta go Long way to go 숨을 한번 가다듬고 I go 나나나나나나 Follow the stars One day you will find your way산과 골짝을 지나 거센 강물을 건너서지금 난 어디 있을까 혹시 이 길이 아니면 어떻게 하나 발걸음이 자꾸 무거워져But I gotta go I gotta go I go 뒤도 돌아 보지 않고 I go I gotta go Long way to go 숨을 한번 가다듬고 I go I go 뒤도 돌아 보지 않고 I go I gotta go Long way to go 숨을 한번 가다듬고 I go 나나나나나나 I go 나나나나나나 I go 나나나나나나 I go 
제이레빗(J Rabbit),Love is So Amazing,2011.03.03,"인디음악, 포크/블루스",오랜만에 헌책방에 갔었지낯익은 어릴적 세계 명작집손에 잡히는 것마다 세상에온통 다 러브스토리네 오백설공주 왕자가 찾아왔고인어공주 왕자 만나 집 나갔고잠자는 숲 속 공주왕자님이 키스해주고신데렐라 비디디바디디부어쩜 사랑이란 참 알다가도 모르는구름 뒤의 햇살같아Oh 그대와 나누고픈온 세상 아름다운 사랑 이야기로종일 두근두근 괜히 히죽히죽미소짓게 해줄텐데Oh 언젠가 너와 함께온 세상 꿈꾸는 사랑 이야기로매일 행복하게따뜻한 향기로 가득차게Love is so Amazing어쩜 사랑이란 참 알다가도어쩜 사랑이란 참 알다가도 모르는구름 뒤의 햇살같아Oh 그대와 나누고픈 온 세상아름다운 사랑 이야기로종일 두근두근 괜히 히죽히죽미소짓게 해줄텐데Oh 언젠가 너와 함께온 세상 꿈꾸는 사랑 이야기로매일 행복하게따뜻한 향기로 가득차게Love is so Amazing 
